Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
187,Gordon Hayward,33,OKC,SF,26,3,17.2,1.8,4.1,0.453,0.6,1.1,0.517,1.3,3.0,0.429,0.524,1.0,1.5,0.692,0.5,2.0,2.5,1.6,0.5,0.0,0.6,0.8,5.3,0.0,2023-24
188,Kelly Olynyk,32,2TM,C,78,27,22.6,3.5,6.4,0.555,0.8,2.0,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8,0.0,2023-24
188,Kelly Olynyk,32,UTA,C,50,8,20.4,2.9,5.2,0.562,0.7,1.7,0.429,2.2,3.5,0.626,0.632,1.6,1.9,0.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,8.1,0.0,2023-24
188,Kelly Olynyk,32,TOR,C,28,19,26.4,4.7,8.5,0.548,0.9,2.5,0.338,3.8,6.0,0.637,0.598,2.5,3.0,0.824,1.6,4.0,5.6,4.6,1.3,0.6,2.5,3.5,12.7,0.0,2023-24
189,Tari Eason,22,HOU,PF,22,0,21.8,4.0,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1.0,1.5,0.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,0.0,2023-24
190,Nick Richards,26,CHO,C,67,51,26.3,3.9,5.6,0.691,0.0,0.0,0.0,3.9,5.6,0.693,0.691,2.0,2.7,0.737,2.6,5.5,8.0,0.8,0.4,1.1,1.1,2.6,9.7,0.0,2023-24
191,Lonnie Walker IV,25,BRK,SG,58,0,17.4,3.6,8.5,0.423,1.8,4.7,0.384,1.8,3.8,0.471,0.528,0.8,1.0,0.763,0.2,2.0,2.2,1.3,0.6,0.3,0.9,1.2,9.7,0.0,2023-24
192,Payton Pritchard,26,BOS,PG,82,5,22.3,3.6,7.7,0.468,1.8,4.7,0.385,1.8,3.1,0.593,0.583,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3,9.6,0.0,2023-24
193,Amen Thompson,21,HOU,SF,62,23,22.4,3.9,7.2,0.536,0.1,0.9,0.138,3.7,6.3,0.595,0.545,1.7,2.5,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,2.3,9.5,0.0,2023-24
194,Josh Hart,28,NYK,SF,81,42,33.4,3.6,8.4,0.434,1.0,3.2,0.31,2.7,5.2,0.511,0.493,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,2.1,9.4,0.0,2023-24
195,Georges Niang,30,CLE,PF,82,10,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,0.0,2023-24
196,Isaac Okoro,23,CLE,SF,69,42,27.3,3.4,7.0,0.49,1.2,3.1,0.391,2.2,3.8,0.57,0.577,1.3,2.0,0.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,2.0,9.4,0.0,2023-24
197,Tre Mann,22,2TM,PG,41,28,24.1,3.5,7.7,0.459,1.1,3.1,0.373,2.4,4.6,0.516,0.533,1.1,1.4,0.763,0.5,3.1,3.6,4.0,1.2,0.1,1.6,1.2,9.3,0.0,2023-24
197,Tre Mann,22,OKC,PG,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,0.0,2023-24
197,Tre Mann,22,CHO,PG,28,28,31.0,4.5,9.9,0.453,1.4,3.8,0.364,3.1,6.0,0.509,0.524,1.6,2.1,0.759,0.6,3.9,4.5,5.2,1.7,0.1,2.0,1.6,11.9,0.0,2023-24
198,Malaki Branham,20,SAS,PG,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,9.2,0.0,2023-24
199,Andrew Nembhard,24,IND,PG,68,47,25.0,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,0.0,2023-24
200,Chris Paul,38,GSW,PG,58,18,26.4,3.6,8.1,0.441,1.3,3.6,0.371,2.2,4.4,0.498,0.525,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,0.0,2023-24
201,Brandin Podziemski,20,GSW,SG,74,28,26.6,3.7,8.1,0.454,1.2,3.2,0.385,2.4,4.9,0.499,0.529,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,0.0,2023-24
202,Duop Reath,27,POR,C,68,20,17.9,3.4,7.3,0.461,1.3,3.6,0.359,2.1,3.7,0.559,0.549,1.0,1.4,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,2.4,9.1,0.0,2023-24
203,Sam Hauser,26,BOS,SF,79,13,22.0,3.2,7.1,0.446,2.5,5.9,0.424,0.7,1.2,0.559,0.623,0.2,0.2,0.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,1.3,9.0,0.0,2023-24
204,Taurean Prince,29,LAL,PF,78,49,27.0,3.2,7.3,0.442,1.8,4.6,0.396,1.4,2.8,0.519,0.566,0.6,0.9,0.735,0.3,2.7,2.9,1.5,0.7,0.4,0.9,1.9,8.9,0.0,2023-24
205,Jabari Walker,21,POR,PF,72,23,23.6,3.3,7.1,0.46,0.6,1.9,0.295,2.7,5.1,0.522,0.5,1.8,2.4,0.754,2.1,5.0,7.1,1.0,0.6,0.3,0.9,2.4,8.9,0.0,2023-24
206,Dereck Lively II,19,DAL,C,55,42,23.5,4.0,5.4,0.747,0.0,0.0,0.0,4.0,5.3,0.752,0.747,0.7,1.5,0.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,8.8,0.0,2023-24
207,Kevin Love,35,MIA,PF,55,5,16.8,2.9,6.5,0.44,1.5,4.4,0.344,1.3,2.1,0.643,0.557,1.5,2.0,0.787,1.1,5.1,6.1,2.1,0.3,0.2,0.9,1.8,8.8,0.0,2023-24
208,Terance Mann,27,LAC,SG,75,71,25.0,3.4,6.6,0.515,0.9,2.7,0.348,2.4,3.9,0.633,0.587,1.1,1.3,0.832,1.2,2.2,3.4,1.6,0.6,0.2,0.6,1.9,8.8,0.0,2023-24
209,Ausar Thompson,21,DET,SF,63,38,25.1,3.7,7.6,0.483,0.3,1.8,0.186,3.3,5.8,0.575,0.505,1.1,1.9,0.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8,0.0,2023-24
210,Draymond Green,33,GSW,PF,55,52,27.1,3.4,6.8,0.497,0.9,2.3,0.395,2.4,4.4,0.551,0.566,1.0,1.3,0.73,1.4,5.9,7.2,6.0,1.0,0.9,2.5,3.0,8.6,0.0,2023-24
211,Al Horford,37,BOS,C,65,33,26.8,3.3,6.4,0.511,1.7,4.0,0.419,1.6,2.5,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,8.6,0.0,2023-24
212,Derrick Jones Jr.,26,DAL,SF,76,66,23.5,3.1,6.5,0.483,1.1,3.1,0.343,2.1,3.4,0.613,0.566,1.3,1.8,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,1.6,8.6,0.0,2023-24
213,Gradey Dick,20,TOR,SG,60,17,21.1,3.2,7.4,0.425,1.5,4.0,0.365,1.7,3.4,0.495,0.524,0.7,0.9,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,1.5,8.5,0.0,2023-24
214,Dorian Finney-Smith,30,BRK,PF,68,56,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,0.0,2023-24
215,Tristan Vukcevic,20,WAS,C,10,4,15.3,2.9,6.7,0.433,1.0,3.6,0.278,1.9,3.1,0.613,0.507,1.7,2.2,0.773,0.6,3.0,3.6,1.3,0.5,0.7,1.0,2.8,8.5,0.0,2023-24
216,Bilal Coulibaly,19,WAS,SF,63,15,27.2,3.0,6.9,0.435,1.0,2.9,0.346,2.0,3.9,0.502,0.509,1.5,2.1,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,0.0,2023-24
217,Andre Drummond,30,CHI,C,79,10,17.1,3.4,6.1,0.556,0.0,0.0,0.0,3.4,6.0,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,0.0,2023-24
218,Miles McBride,23,NYK,PG,68,14,19.5,3.0,6.7,0.452,1.6,3.9,0.41,1.4,2.8,0.511,0.572,0.6,0.7,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,1.6,8.3,0.0,2023-24
219,Marcus Sasser,23,DET,PG,71,11,19.0,3.1,7.2,0.428,1.3,3.4,0.375,1.8,3.8,0.474,0.516,0.8,0.9,0.879,0.2,1.6,1.8,3.3,0.6,0.2,1.3,1.5,8.3,0.0,2023-24
220,Josh Green,23,DAL,SG,57,33,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1.0,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.2,0.0,2023-24
221,Isaiah Joe,24,OKC,SG,78,1,18.5,2.8,6.2,0.458,1.9,4.5,0.416,1.0,1.7,0.568,0.609,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,1.1,8.2,0.0,2023-24
222,Ziaire Williams,22,MEM,SF,51,15,20.4,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,0.474,1.2,1.5,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,0.0,2023-24
223,Kyle Lowry,37,2TM,PG,60,55,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,2.1,0.512,0.562,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1.0,0.4,1.4,2.4,8.1,0.0,2023-24
223,Kyle Lowry,37,MIA,PG,37,35,28.0,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,0.0,2023-24
223,Kyle Lowry,37,PHI,PG,23,20,28.4,2.6,5.9,0.444,1.6,3.9,0.404,1.0,2.0,0.522,0.578,1.2,1.4,0.848,0.4,2.4,2.8,4.6,0.9,0.3,1.4,2.3,8.0,0.0,2023-24
224,Walker Kessler,22,UTA,C,64,22,23.3,3.6,5.5,0.654,0.1,0.3,0.211,3.5,5.2,0.68,0.66,0.9,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1.0,2.1,8.1,0.0,2023-24
225,Moses Moody,21,GSW,SG,66,9,17.5,2.9,6.4,0.462,1.1,3.0,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1.0,2.0,3.0,0.9,0.6,0.4,0.7,1.4,8.1,0.0,2023-24
226,Nickeil Alexander-Walker,25,MIN,SG,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,0.0,2023-24
227,Sam Merrill,27,CLE,SG,61,1,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,1.2,8.0,0.0,2023-24
228,Derrick Rose,35,MEM,PG,24,7,16.6,3.2,6.9,0.461,0.6,1.7,0.366,2.5,5.2,0.492,0.506,1.0,1.1,0.889,0.3,1.6,1.9,3.3,0.3,0.1,1.3,0.9,8.0,0.0,2023-24
229,Dario Saric,29,GSW,C,64,9,17.2,2.8,6.1,0.466,1.2,3.1,0.376,1.7,3.0,0.56,0.562,1.2,1.5,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,1.8,8.0,0.0,2023-24
230,Trayce Jackson-Davis,23,GSW,PF,68,16,16.6,3.4,4.9,0.702,0.0,0.0,0.0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2.0,3.0,5.0,1.2,0.4,1.1,0.7,1.6,7.9,0.0,2023-24
231,Dante Exum,28,DAL,PG,55,17,19.8,2.9,5.5,0.533,1.0,2.0,0.491,2.0,3.5,0.557,0.621,1.0,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,0.0,2023-24
232,Markelle Fultz,25,ORL,PG,43,18,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,1.5,7.8,0.0,2023-24
233,Isaiah Hartenstein,25,NYK,C,75,49,25.3,3.1,4.9,0.644,0.0,0.0,0.333,3.1,4.8,0.646,0.645,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,2.8,7.8,0.0,2023-24
234,Jordan Hawkins,21,NOP,SG,67,10,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,0.501,1.0,1.2,0.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,7.8,0.0,2023-24
235,Royce O'Neale,30,2TM,SF,79,14,24.7,2.7,6.8,0.397,2.0,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,2.2,7.7,0.0,2023-24
235,Royce O'Neale,30,BRK,SF,49,6,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,0.0,2023-24
235,Royce O'Neale,30,PHO,SF,30,8,25.1,2.9,7.1,0.411,2.0,5.2,0.376,1.0,1.9,0.509,0.549,0.3,0.4,0.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,1.8,8.1,0.0,2023-24
236,RaiQuan Gray,24,SAS,PF,3,0,13.0,3.3,5.7,0.588,1.0,2.3,0.429,2.3,3.3,0.7,0.676,0.0,0.0,0.0,0.7,1.7,2.3,2.0,0.3,0.3,0.3,0.0,7.7,0.0,2023-24
237,Nikola Jovic,20,MIA,PF,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,0.0,2023-24
238,Precious Achiuwa,24,2TM,C,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5.0,0.562,0.529,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6,0.0,2023-24
238,Precious Achiuwa,24,TOR,C,25,0,17.5,3.1,6.8,0.459,0.5,1.9,0.277,2.6,4.9,0.528,0.497,1.0,1.7,0.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,0.0,2023-24
238,Precious Achiuwa,24,NYK,PF,49,18,24.2,3.2,6.1,0.525,0.3,1.0,0.26,2.9,5.1,0.578,0.547,0.9,1.4,0.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,2.1,7.6,0.0,2023-24
239,Toumani Camara,23,POR,PF,70,49,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2.0,3.8,0.523,0.516,1.1,1.4,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,0.0,2023-24
240,Cody Martin,28,CHO,SF,28,22,26.9,2.9,7.7,0.381,1.0,3.1,0.314,2.0,4.6,0.426,0.444,0.7,1.2,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,0.0,2023-24
241,Brice Sensabaugh,20,UTA,SF,32,11,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.6,3.2,0.495,0.468,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,0.0,2023-24
242,Cameron Payne,29,2TM,PG,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,0.0,2023-24
242,Cameron Payne,29,MIL,PG,47,2,14.9,2.1,4.7,0.455,1.1,2.8,0.397,1.0,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,0.0,2023-24
242,Cameron Payne,29,PHI,PG,31,8,19.4,3.5,8.4,0.413,1.7,4.4,0.382,1.8,4.0,0.447,0.514,0.7,0.7,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,0.0,2023-24
243,Christian Braun,22,DEN,SG,82,4,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,0.0,2023-24
244,Jaden Hardy,21,DAL,SG,73,7,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,0.0,2023-24
245,Taylor Hendricks,20,UTA,PF,40,23,21.4,2.7,6.0,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,0.0,2023-24
246,Paul Reed,24,PHI,C,82,24,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,0.0,2023-24
247,Lamar Stevens,26,2TM,PF,38,3,14.7,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2,0.0,2023-24
247,Lamar Stevens,26,BOS,PF,19,1,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.9,1.9,0.486,0.5,0.4,0.6,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,0.0,2023-24
247,Lamar Stevens,26,MEM,PF,19,2,23.0,4.6,10.3,0.446,0.6,2.0,0.289,4.0,8.3,0.484,0.474,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,0.0,2023-24
248,Johnny Juzang,22,UTA,SG,20,5,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1.0,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,0.0,2023-24
249,Kevin Knox,24,DET,SF,31,11,18.1,2.8,6.0,0.462,1.0,3.0,0.33,1.8,3.0,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,0.0,2023-24
250,Trey Lyles,28,SAC,PF,58,0,20.0,2.5,5.5,0.445,1.4,3.8,0.384,1.0,1.8,0.578,0.576,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,0.0,2023-24
251,Jose Alvarado,25,NOP,PG,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,0.0,2023-24
252,Naji Marshall,26,NOP,SF,66,1,19.0,2.6,5.6,0.463,0.9,2.3,0.387,1.7,3.3,0.516,0.542,1.0,1.3,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1.0,1.4,7.1,0.0,2023-24
253,Landry Shamet,26,WAS,SG,46,5,15.8,2.6,6.0,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.527,0.8,1.0,0.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,0.0,2023-24
254,James Wiseman,22,DET,C,63,6,17.3,3.0,4.8,0.613,0.0,0.0,0.0,3.0,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,2.2,7.1,0.0,2023-24
255,Vasilije Micic,30,2TM,PG,60,21,19.6,2.7,6.2,0.43,0.7,2.6,0.279,1.9,3.6,0.537,0.488,1.0,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7.0,0.0,2023-24
255,Vasilije Micic,30,OKC,PG,30,0,12.0,1.2,3.0,0.407,0.4,1.5,0.244,0.9,1.5,0.565,0.467,0.5,0.6,0.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,0.0,2023-24
255,Vasilije Micic,30,CHO,PG,30,21,27.2,4.1,9.3,0.437,1.1,3.6,0.294,3.0,5.7,0.529,0.495,1.6,1.9,0.839,0.4,1.7,2.1,6.2,0.7,0.1,2.3,1.5,10.8,0.0,2023-24
256,Jordan Nwora,25,2TM,SF,52,1,13.7,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1.0,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1.0,0.9,7.0,0.0,2023-24
256,Jordan Nwora,25,IND,SF,18,0,10.2,2.1,4.6,0.451,0.6,2.0,0.306,1.4,2.6,0.565,0.518,0.5,0.6,0.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,0.0,2023-24
256,Jordan Nwora,25,TOR,SF,34,1,15.6,3.0,6.4,0.465,1.0,2.8,0.347,2.0,3.6,0.557,0.541,1.0,1.2,0.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,0.9,7.9,0.0,2023-24
257,Quentin Grimes,23,2TM,SG,51,18,20.1,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.495,0.7,0.9,0.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,0.0,2023-24
257,Quentin Grimes,23,NYK,SG,45,18,20.2,2.5,6.4,0.395,1.7,4.7,0.363,0.8,1.6,0.486,0.53,0.5,0.8,0.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,0.0,2023-24
257,Quentin Grimes,23,DET,SG,6,0,19.2,1.5,7.0,0.214,0.7,4.7,0.143,0.8,2.3,0.357,0.262,1.7,1.8,0.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,0.0,2023-24
258,Javon Freeman-Liberty,24,TOR,PG,22,6,18.3,2.5,5.6,0.444,0.5,1.9,0.238,2.0,3.7,0.549,0.484,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,0.0,2023-24
259,Evan Fournier,31,2TM,SG,32,0,18.1,2.5,6.9,0.357,1.0,4.1,0.254,1.4,2.8,0.505,0.432,0.9,1.1,0.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,1.5,6.9,0.0,2023-24
259,Evan Fournier,31,NYK,SG,3,0,13.0,1.3,6.7,0.2,0.7,5.0,0.133,0.7,1.7,0.4,0.25,0.7,0.7,1.0,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0,0.0,2023-24
259,Evan Fournier,31,DET,SG,29,0,18.7,2.6,6.9,0.373,1.1,4.0,0.27,1.5,3.0,0.512,0.45,0.9,1.2,0.794,0.2,1.7,1.9,1.6,0.9,0.2,0.7,1.5,7.2,0.0,2023-24
260,Gary Harris,29,ORL,SG,54,27,24.0,2.4,5.5,0.441,1.4,3.8,0.371,1.0,1.7,0.598,0.569,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,0.0,2023-24
261,Killian Hayes,22,DET,PG,42,31,24.0,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5.0,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,0.0,2023-24
262,Bones Hyland,23,LAC,PG,37,5,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,0.0,2023-24
263,Maozinha Pereira,23,MEM,SF,7,1,17.4,2.6,5.0,0.514,0.7,1.9,0.385,1.9,3.1,0.591,0.586,1.0,1.4,0.7,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,0.0,2023-24
264,Trendon Watford,23,BRK,PF,63,2,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,0.0,2023-24
265,Aaron Wiggins,25,OKC,SG,78,4,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,0.0,2023-24
266,Christian Wood,28,LAL,PF,50,1,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,0.0,2023-24
267,Trey Jemison,24,2TM,C,25,14,22.9,3.0,5.4,0.551,0.0,0.0,0.0,3.0,5.4,0.551,0.551,0.8,1.0,0.84,2.6,2.8,5.4,1.1,0.5,1.1,1.4,2.8,6.8,0.0,2023-24
267,Trey Jemison,24,WAS,C,2,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2023-24
267,Trey Jemison,24,MEM,C,23,14,24.9,3.3,5.9,0.551,0.0,0.0,0.0,3.3,5.9,0.551,0.551,0.9,1.1,0.84,2.8,3.0,5.8,1.2,0.5,1.2,1.4,3.0,7.4,0.0,2023-24
268,Julian Champagnie,22,SAS,SF,74,59,19.8,2.2,5.4,0.408,1.4,3.7,0.365,0.9,1.7,0.504,0.534,1.0,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,0.0,2023-24
269,Jonathan Isaac,26,ORL,PF,58,2,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3.0,0.598,0.584,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,0.0,2023-24
270,Cedi Osman,28,SAS,SF,72,3,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,0.0,2023-24
271,Day'Ron Sharpe,22,BRK,C,61,1,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,0.0,2023-24
272,Cason Wallace,20,OKC,SG,82,13,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,0.0,2023-24
273,Robert Williams,26,POR,C,6,0,19.8,2.8,4.3,0.654,0.0,0.0,0.0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,0.0,2023-24
