player,season,age,team,position,games_played,games_started,minutes_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,points_per_game,per,usage_pct,true_shooting_pct,win_shares,Box_PlusMinus,value_over_replacement,delta_points_per_game,delta_rebounds_per_game,delta_assists_per_game,delta_per,delta_usage_pct,delta_true_shooting_pct,delta_Box_PlusMinus,delta_win_shares,delta_value_over_replacement,z_delta_points_per_game,z_delta_per,z_delta_usage_pct,z_delta_true_shooting_pct,z_delta_win_shares,breakout_score,breakout
Lamar Stevens,2020-21,23.0,CLE,PF,40.0,0.0,12.5,2.4,0.6,0.4,0.3,4.1,10.5,15.8,0.521,0.4,-4.2,-0.3,,,,,,,,,,,,,,,,0
Lamar Stevens,2021-22,24.0,CLE,PF,63.0,13.0,16.1,2.6,0.7,0.5,0.3,6.1,11.3,17.1,0.544,1.6,-2.9,-0.2,2.0,0.20000000000000018,0.09999999999999998,0.8000000000000007,1.3000000000000007,0.02300000000000002,1.3000000000000003,1.2000000000000002,0.09999999999999998,0.3698857897704158,0.0926884445129353,0.2977701979460185,0.40159414105319546,0.3857916293031797,0.31,0
Landry Shamet,2020-21,23.0,BRK,SG,61.0,12.0,23.0,1.8,1.6,0.5,0.2,9.3,10.3,16.7,0.578,1.8,-2.4,-0.2,,,,,,,,,,,,,,,,0
Landry Shamet,2021-22,24.0,PHO,SG,69.0,14.0,20.8,1.8,1.6,0.4,0.1,8.3,10.2,16.8,0.55,2.6,-1.2,0.3,-1.0,0.0,0.0,-0.10000000000000142,0.10000000000000142,-0.027999999999999914,1.2,0.8,0.5,-0.5787970364175028,-0.29283264503747664,-0.1268248431693379,-0.7827480317488097,0.17162294740972803,-0.32,0
Lauri Markkanen,2020-21,23.0,CHI,PF,51.0,26.0,25.8,5.3,0.9,0.5,0.3,13.6,15.2,20.2,0.619,3.0,0.1,0.7,,,,,,,,,,,,,,,,0
Lauri Markkanen,2021-22,24.0,CLE,SF,61.0,61.0,30.8,5.7,1.3,0.7,0.5,14.8,14.7,19.5,0.582,5.0,0.4,1.1,1.200000000000001,0.40000000000000036,0.4,-0.5,-0.6999999999999993,-0.03700000000000003,0.30000000000000004,2.0,0.40000000000000013,0.11690370278697122,-0.4641753515043254,-0.40988820391290925,-0.991749591655049,0.8141289930900827,-0.19,0
Lindy Waters III,2021-22,24.0,OKC,SG,25.0,1.0,18.6,2.9,1.0,0.8,0.3,8.0,13.0,17.5,0.562,0.8,-1.6,0.1,,,,,,,,,,,,,,,,0
Lonnie Walker IV,2020-21,22.0,SAS,SG,60.0,38.0,25.4,2.6,1.7,0.5,0.3,11.2,9.8,20.1,0.523,0.4,-3.7,-0.7,,,,,,,,,,,,,,,,0
Lonnie Walker IV,2021-22,23.0,SAS,SG,70.0,6.0,23.0,2.6,2.2,0.6,0.3,12.1,12.3,23.6,0.512,1.2,-2.5,-0.2,0.9000000000000004,0.0,0.5000000000000002,2.5,3.5,-0.01100000000000001,1.2000000000000002,0.7999999999999999,0.49999999999999994,0.022035420168179148,0.8208949469970448,1.0761944399908387,-0.38796730748147634,0.17162294740972797,0.34,0
Lonnie Walker IV,2022-23,24.0,LAL,SG,56.0,32.0,23.2,1.9,1.1,0.5,0.3,11.7,12.2,20.2,0.57,1.8,-1.4,0.2,-0.40000000000000036,-0.7000000000000002,-1.1,-0.10000000000000142,-3.400000000000002,0.05799999999999994,1.1,0.6000000000000001,0.4,-0.38906047117991915,-0.29283264503747664,-1.3652270464224627,1.214377985133002,0.06453860646300227,-0.15,0
Lonzo Ball,2020-21,23.0,NOP,PG,55.0,55.0,31.8,4.8,5.7,1.5,0.6,14.6,15.2,20.5,0.551,3.2,1.7,1.6,,,,,,,,,,,,,,,,0
Lonzo Ball,2021-22,24.0,CHI,PG,35.0,35.0,34.6,5.4,5.1,1.8,0.9,13.0,14.5,17.4,0.575,2.2,2.5,1.4,-1.5999999999999996,0.6000000000000005,-0.6000000000000005,-0.6999999999999993,-3.1000000000000014,0.02399999999999991,0.8,-1.0,-0.20000000000000018,-0.7685336016550863,-0.5498467047377498,-1.2590782861436234,0.4248165365983303,-0.792136121110804,-0.59,0
Luguentz Dort,2020-21,21.0,OKC,SG,52.0,52.0,29.7,3.6,1.7,0.9,0.4,14.0,10.1,21.7,0.513,0.3,-3.5,-0.6,,,,,,,,,,,,,,,,0
Luguentz Dort,2021-22,22.0,OKC,SG,51.0,51.0,32.6,4.2,1.7,0.9,0.4,17.2,12.3,23.3,0.541,1.4,-2.3,-0.1,3.1999999999999993,0.6000000000000001,0.0,2.200000000000001,1.6000000000000014,0.028000000000000025,1.2000000000000002,1.0999999999999999,0.5,0.749358920245583,0.6923879171469082,0.40391895822485796,0.5177061187788825,0.3322494588298166,0.54,0
Luguentz Dort,2022-23,23.0,OKC,SF,74.0,73.0,30.7,4.6,2.1,1.0,0.3,13.7,11.3,19.8,0.513,2.9,-3.0,-0.6,-3.5,0.39999999999999947,0.40000000000000013,-1.0,-3.5,-0.028000000000000025,-0.7000000000000002,1.5,-0.5,-1.369366058240768,-0.6783537345878871,-1.4006099665154084,-0.7827480317488122,0.5464181407232682,-0.74,0
Luguentz Dort,2023-24,24.0,OKC,SF,79.0,79.0,28.4,3.6,1.4,0.9,0.6,10.9,11.1,15.4,0.593,4.6,-1.6,0.2,-2.799999999999999,-0.9999999999999996,-0.7000000000000002,-0.20000000000000107,-4.4,0.07999999999999996,1.4,1.6999999999999997,0.8,-1.1480067321302536,-0.3356683216541888,-1.7190562473519257,1.725270687126025,0.6535024816699938,-0.16,0
Luka Doncic,2020-21,21.0,DAL,PG,66.0,66.0,34.3,8.0,8.6,1.0,0.5,27.7,25.3,36.0,0.587,7.7,6.8,5.1,,,,,,,,,,,,,,,,0
Luka Doncic,2021-22,22.0,DAL,PG,65.0,65.0,35.4,9.1,8.7,1.2,0.6,28.4,25.1,37.4,0.571,7.6,8.2,5.9,0.6999999999999993,1.0999999999999996,0.09999999999999964,-0.1999999999999993,1.3999999999999986,-0.016000000000000014,1.3999999999999995,-0.10000000000000053,0.8000000000000007,-0.04121010157768243,-0.3356683216541881,0.33315311803896414,-0.5040792852071634,-0.31025658685053825,-0.17,0
Luka Doncic,2022-23,23.0,DAL,PG,66.0,66.0,36.2,8.6,8.0,1.4,0.5,32.4,28.7,37.6,0.609,10.2,8.9,6.6,4.0,-0.5,-0.6999999999999993,3.599999999999998,0.20000000000000284,0.038000000000000034,0.7000000000000011,2.5999999999999996,0.6999999999999993,1.0023410072290282,1.2920873897808796,-0.091441923076391,0.7499300742302565,1.13538201593026,0.82,1
Luka Doncic,2023-24,24.0,DAL,PG,70.0,70.0,37.5,9.2,9.8,1.4,0.5,33.9,28.1,36.0,0.617,12.0,9.9,8.0,1.5,0.5999999999999996,1.8000000000000007,-0.5999999999999979,-1.6000000000000014,0.008000000000000007,1.0,1.8000000000000007,1.4000000000000004,0.21177198540576275,-0.5070110281210368,-0.7283344847494275,0.05325820787613437,0.7070446521433572,-0.05,0
Luka Garza,2021-22,23.0,DET,C,32.0,5.0,12.2,3.1,0.6,0.3,0.2,5.8,15.6,21.1,0.535,0.8,-2.5,-0.1,,,,,,,,,,,,,,,,0
Luke Kennard,2020-21,24.0,LAC,SG,63.0,17.0,19.6,2.6,1.7,0.4,0.1,8.3,12.7,17.1,0.608,2.7,-0.2,0.6,,,,,,,,,,,,,,,,0
Malachi Flynn,2020-21,22.0,TOR,PG,47.0,14.0,19.7,2.5,2.9,0.8,0.1,7.5,10.9,19.0,0.484,0.8,-2.6,-0.1,,,,,,,,,,,,,,,,0
Malachi Flynn,2021-22,23.0,TOR,PG,44.0,5.0,12.2,1.4,1.6,0.5,0.1,4.3,11.7,16.5,0.488,1.0,-1.5,0.1,-3.2,-1.1,-1.2999999999999998,0.7999999999999989,-2.5,0.0040000000000000036,1.1,0.19999999999999996,0.2,-1.2744977756219762,0.09268844451293455,-1.0467807655859445,-0.039631374304415254,-0.14963007543044934,-0.48,0
Malachi Flynn,2022-23,24.0,TOR,PG,53.0,2.0,13.0,1.4,1.3,0.4,0.1,4.6,8.7,17.4,0.479,0.5,-4.1,-0.4,0.2999999999999998,0.0,-0.30000000000000004,-3.0,0.8999999999999986,-0.009000000000000008,-2.5999999999999996,-0.5,-0.5,-0.16770114506940473,-1.535067266922134,0.1562385175742322,-0.3415225163912015,-0.5244252687439895,-0.48,0
Malaki Branham,2022-23,19.0,SAS,SG,66.0,32.0,23.5,2.7,1.9,0.5,0.1,10.2,9.5,19.1,0.524,-0.1,-5.2,-1.3,,,,,,,,,,,,,,,,0
Malaki Branham,2023-24,20.0,SAS,PG,75.0,29.0,21.3,2.0,2.1,0.4,0.1,9.2,8.7,19.8,0.526,-0.3,-5.6,-1.5,-1.0,-0.7000000000000002,0.20000000000000018,-0.8000000000000007,0.6999999999999993,0.0020000000000000018,-0.39999999999999947,-0.19999999999999998,-0.19999999999999996,-0.5787970364175028,-0.5926823813544627,0.08547267738833969,-0.08607616539469007,-0.3637987573239009,-0.31,0
Malik Beasley,2020-21,24.0,MIN,SG,37.0,36.0,32.8,4.4,2.4,0.8,0.2,19.6,14.6,24.0,0.57,1.3,-0.2,0.6,,,,,,,,,,,,,,,,0
Malik Monk,2020-21,22.0,CHO,SG,42.0,0.0,20.9,2.4,2.1,0.5,0.1,11.7,13.6,23.8,0.569,1.0,-1.8,0.0,,,,,,,,,,,,,,,,0
Malik Monk,2021-22,23.0,LAL,SG,76.0,37.0,28.1,3.4,2.9,0.8,0.4,13.8,14.4,20.1,0.597,3.6,-0.5,0.8,2.1000000000000014,1.0,0.7999999999999998,0.8000000000000007,-3.6999999999999993,0.028000000000000025,1.3,2.6,0.8,0.4015085506433469,0.0926884445129353,-1.4713758067013007,0.5177061187788825,1.1353820159302601,0.14,0
Malik Monk,2022-23,24.0,SAC,SG,77.0,0.0,22.3,2.6,3.9,0.6,0.3,13.5,16.6,25.8,0.587,3.2,0.3,1.0,-0.3000000000000007,-0.7999999999999998,1.0,2.200000000000001,5.699999999999999,-0.010000000000000009,0.8,-0.3999999999999999,0.19999999999999996,-0.3574377103069887,0.6923879171469082,1.8546186820356592,-0.3647449119363389,-0.47088309827062663,0.27,0
MarJon Beauchamp,2022-23,22.0,MIL,SF,52.0,11.0,13.5,2.2,0.7,0.4,0.1,5.1,8.2,18.3,0.513,0.4,-4.8,-0.5,,,,,,,,,,,,,,,,0
MarJon Beauchamp,2023-24,23.0,MIL,SF,48.0,1.0,12.7,2.1,0.6,0.3,0.1,4.4,9.7,14.6,0.592,0.7,-3.2,-0.2,-0.6999999999999993,-0.10000000000000009,-0.09999999999999998,1.5,-3.700000000000001,0.07899999999999996,1.5999999999999996,0.29999999999999993,0.3,-0.4839287537987107,0.39253818082992137,-1.4713758067013014,1.7020482915808877,-0.09608790495708648,0.01,0
Marcus Sasser,2023-24,23.0,DET,PG,71.0,11.0,19.0,1.8,3.3,0.6,0.2,8.3,11.8,19.9,0.542,0.9,-2.6,-0.2,,,,,,,,,,,,,,,,0
Marcus Sasser,2024-25,24.0,DET,PG,57.0,1.0,14.2,1.2,2.3,0.6,0.1,6.6,14.0,19.4,0.589,1.8,-0.6,0.3,-1.700000000000001,-0.6000000000000001,-1.0,2.1999999999999993,-0.5,0.04699999999999993,2.0,0.9,0.5,-0.8001563625280175,0.6923879171469074,-0.3391223637270167,0.9589316341364905,0.2251651178830909,0.15,0
Mark Williams,2022-23,21.0,CHO,C,43.0,17.0,19.3,7.1,0.4,0.7,1.0,9.0,19.8,17.0,0.659,2.8,0.1,0.4,,,,,,,,,,,,,,,,0
Mark Williams,2024-25,23.0,CHO,C,44.0,41.0,26.6,10.2,2.5,0.7,1.2,15.3,23.9,21.4,0.647,4.7,3.5,1.6,6.300000000000001,3.0999999999999996,2.1,4.099999999999998,4.399999999999999,-0.01200000000000001,3.4,1.9000000000000004,1.2000000000000002,1.7296645073064327,1.5062657728644413,1.394640720827356,-0.41118970302661373,0.76058682261672,1.0,1
Markelle Fultz,2022-23,24.0,ORL,PG,60.0,60.0,29.6,3.9,5.7,1.5,0.4,14.0,16.6,21.3,0.564,3.7,0.5,1.2,,,,,,,,,,,,,,,,0
Marvin Bagley III,2020-21,21.0,SAC,PF,43.0,42.0,25.9,7.4,1.0,0.5,0.5,14.1,16.3,23.5,0.554,1.4,-3.1,-0.3,,,,,,,,,,,,,,,,0
Marvin Bagley III,2021-22,22.0,2TM,PF,48.0,25.0,24.0,7.0,0.8,0.5,0.4,11.3,15.7,19.8,0.551,2.0,-2.3,-0.1,-2.799999999999999,-0.40000000000000036,-0.19999999999999996,-0.6000000000000014,-3.6999999999999993,-0.0030000000000000027,0.8000000000000003,0.6000000000000001,0.19999999999999998,-1.1480067321302536,-0.5070110281210384,-1.4713758067013007,-0.20218814312037708,0.06453860646300227,-0.65,0
Marvin Bagley III,2022-23,23.0,DET,C,42.0,25.0,23.6,6.4,0.9,0.5,0.7,12.0,17.2,20.4,0.587,2.0,-0.9,0.3,0.6999999999999993,-0.5999999999999996,0.09999999999999998,1.5,0.5999999999999979,0.03599999999999992,1.4,0.0,0.4,-0.04121010157768243,0.39253818082992137,0.0500897572953928,0.7034852831399792,-0.2567144163771751,0.17,0
Marvin Bagley III,2023-24,24.0,2TM,C,50.0,25.0,21.1,6.2,1.1,0.4,0.7,11.7,19.4,21.0,0.629,2.7,-0.4,0.4,-0.3000000000000007,-0.20000000000000018,0.20000000000000007,2.1999999999999993,0.6000000000000014,0.04200000000000004,0.5,0.7000000000000002,0.10000000000000003,-0.3574377103069887,0.6923879171469074,0.050089757295394055,0.8428196564108061,0.1180807769363652,0.27,0
Matas Buzelis,2024-25,20.0,CHI,SF,80.0,31.0,18.9,3.5,1.0,0.4,0.9,8.6,12.5,18.7,0.571,1.9,-2.5,-0.2,,,,,,,,,,,,,,,,0
Matisse Thybulle,2020-21,23.0,PHI,SG,65.0,8.0,20.0,1.9,1.0,1.6,1.1,3.9,10.1,9.4,0.508,2.8,1.9,1.3,,,,,,,,,,,,,,,,0
Matisse Thybulle,2021-22,24.0,PHI,SG,66.0,50.0,25.5,2.3,1.1,1.7,1.1,5.7,11.2,9.5,0.594,3.7,1.1,1.3,1.8000000000000003,0.3999999999999999,0.10000000000000009,1.0999999999999996,0.09999999999999964,0.08599999999999997,-0.7999999999999998,0.9000000000000004,0.0,0.3066402680245547,0.22119547436307185,-0.1268248431693385,1.8646050603968496,0.22516511788309107,0.5,0
Max Christie,2022-23,19.0,LAL,SG,41.0,3.0,12.5,1.8,0.5,0.2,0.2,3.1,7.4,10.4,0.566,0.6,-3.1,-0.1,,,,,,,,,,,,,,,,0
Max Christie,2023-24,20.0,LAL,SG,67.0,7.0,14.1,2.1,0.9,0.3,0.3,4.2,8.4,13.6,0.544,0.7,-3.6,-0.4,1.1,0.30000000000000004,0.4,1.0,3.1999999999999993,-0.02199999999999991,-0.5,0.09999999999999998,-0.30000000000000004,0.0852809419140403,0.17835979774635968,0.9700456797119994,-0.6434136584779853,-0.20317224590381222,0.08,0
Max Christie,2024-25,21.0,2TM,SG,78.0,36.0,27.3,3.3,1.9,0.8,0.4,9.6,10.4,15.2,0.57,2.7,-2.5,-0.3,5.3999999999999995,1.1999999999999997,0.9999999999999999,2.0,1.5999999999999996,0.025999999999999912,1.1,2.0,0.10000000000000003,1.4450596594500569,0.606716563913483,0.4039189582248573,0.4712613276886051,0.8141289930900827,0.75,1
Max Strus,2020-21,24.0,MIA,SF,39.0,0.0,13.0,1.1,0.6,0.3,0.1,6.1,12.1,18.3,0.597,0.9,-2.2,0.0,,,,,,,,,,,,,,,,0
McKinley Wright IV,2022-23,24.0,DAL,PG,27.0,1.0,12.4,1.7,2.1,0.3,0.2,4.2,12.4,16.9,0.536,0.5,-2.7,-0.1,,,,,,,,,,,,,,,,0
Michael Porter Jr.,2020-21,22.0,DEN,SF,61.0,54.0,31.3,7.3,1.1,0.7,0.9,19.0,20.6,21.7,0.663,6.9,3.1,2.5,,,,,,,,,,,,,,,,0
Michael Porter Jr.,2022-23,24.0,DEN,SF,62.0,62.0,29.0,5.5,1.0,0.6,0.5,17.4,16.8,22.7,0.621,4.3,0.2,1.0,-1.6000000000000014,-1.7999999999999998,-0.10000000000000009,-3.8000000000000007,1.0,-0.04200000000000004,-2.9,-2.6000000000000005,-1.5,-0.7685336016550869,-1.877752679855833,0.1916214376671791,-1.1078615693807359,-1.6488108486846105,-1.04,0
Mikal Bridges,2020-21,24.0,PHO,SF,72.0,72.0,32.6,4.3,2.1,1.1,0.9,13.5,16.4,14.9,0.667,8.0,3.3,3.1,,,,,,,,,,,,,,,,0
Miles Bridges,2020-21,22.0,CHO,PF,66.0,19.0,29.3,6.0,2.2,0.7,0.8,12.7,14.7,17.3,0.625,4.2,0.2,1.1,,,,,,,,,,,,,,,,0
Miles Bridges,2021-22,23.0,CHO,PF,80.0,80.0,35.5,7.0,3.8,0.9,0.8,20.2,17.9,22.6,0.593,7.2,1.5,2.5,7.5,1.0,1.5999999999999996,3.1999999999999993,5.300000000000001,-0.03200000000000003,1.3,3.0,1.4,2.1091376377816,1.1207446833140309,1.7130870016638742,-0.8756376139293619,1.3495506978237115,1.08,1
Miles McBride,2023-24,23.0,NYK,PG,68.0,14.0,19.5,1.5,1.7,0.7,0.1,8.3,13.1,16.4,0.59,3.6,-0.1,0.6,,,,,,,,,,,,,,,,0
Miles McBride,2024-25,24.0,NYK,SG,64.0,10.0,24.9,2.5,2.9,1.0,0.3,9.5,12.6,16.8,0.531,3.2,0.0,0.8,1.1999999999999993,1.0,1.2,-0.5,0.40000000000000213,-0.05899999999999994,0.1,-0.3999999999999999,0.20000000000000007,0.11690370278697067,-0.4641753515043254,-0.020676082890498472,-1.5026422936480692,-0.47088309827062663,-0.47,0
Mitchell Robinson,2020-21,22.0,NYK,C,31.0,29.0,27.5,8.1,0.5,1.1,1.5,8.3,17.7,11.8,0.642,3.4,1.2,0.7,,,,,,,,,,,,,,,,0
Mitchell Robinson,2021-22,23.0,NYK,C,72.0,62.0,25.7,8.6,0.5,0.8,1.8,8.5,20.7,11.4,0.722,8.5,2.2,2.0,0.1999999999999993,0.5,0.0,3.0,-0.40000000000000036,0.07999999999999996,1.0000000000000002,5.1,1.3,-0.1993239059423355,1.0350733300806065,-0.30373944363407046,1.725270687126025,2.4739362777643317,0.95,1
Mitchell Robinson,2022-23,24.0,NYK,C,59.0,58.0,27.0,9.4,0.9,0.9,1.8,7.4,18.9,10.1,0.652,6.5,2.4,1.7,-1.0999999999999996,0.8000000000000007,0.4,-1.8000000000000007,-1.3000000000000007,-0.06999999999999995,0.19999999999999973,-2.0,-0.30000000000000004,-0.6104197972904333,-1.021039147521586,-0.6221857244705881,-1.7580886446445807,-1.327557825844433,-1.07,0
Mo Bamba,2020-21,22.0,ORL,C,46.0,5.0,15.8,5.8,0.8,0.3,1.3,8.0,19.3,21.8,0.556,1.8,0.1,0.4,,,,,,,,,,,,,,,,0
Mo Bamba,2021-22,23.0,ORL,C,71.0,69.0,25.7,8.1,1.2,0.5,1.7,10.6,16.5,17.2,0.582,4.5,0.7,1.2,2.5999999999999996,2.3,0.3999999999999999,-2.8000000000000007,-4.600000000000001,0.025999999999999912,0.6,2.7,0.7999999999999999,0.5596223550079994,-1.4493959136887096,-1.789822087537819,0.4712613276886051,1.188924186403623,-0.2,0
Mo Bamba,2022-23,24.0,2TM,C,49.0,7.0,15.7,4.6,0.9,0.3,0.9,6.6,15.7,16.6,0.602,2.2,0.5,0.5,-4.0,-3.5,-0.29999999999999993,-0.8000000000000007,-0.5999999999999979,0.020000000000000018,-0.19999999999999996,-2.3,-0.7,-1.5274798626054211,-0.5926823813544627,-0.37450528381996234,0.33192695441778325,-1.4881843372645214,-0.73,0
Moritz Wagner,2020-21,23.0,3TM,C,45.0,24.0,16.0,3.2,1.1,0.6,0.4,6.9,12.5,18.1,0.58,1.2,-2.6,-0.1,,,,,,,,,,,,,,,,0
Moritz Wagner,2021-22,24.0,ORL,C,63.0,3.0,15.2,3.7,1.4,0.3,0.2,9.0,18.1,22.9,0.623,2.8,1.6,0.9,2.0999999999999996,0.5,0.2999999999999998,5.600000000000001,4.799999999999997,0.04300000000000004,4.2,1.5999999999999999,1.0,0.40150855064334634,2.148800922115128,1.5361724011991411,0.8660420519559435,0.5999603111966311,1.11,1
Moses Brown,2020-21,21.0,OKC,C,43.0,32.0,21.4,8.9,0.2,0.7,1.1,8.6,18.8,16.9,0.572,2.6,-2.4,-0.1,,,,,,,,,,,,,,,,0
Moses Moody,2022-23,20.0,GSW,SG,63.0,3.0,13.0,1.7,0.8,0.3,0.1,4.8,10.3,14.6,0.603,1.3,-2.6,-0.1,,,,,,,,,,,,,,,,0
Moses Moody,2023-24,21.0,GSW,SG,66.0,9.0,17.5,3.0,0.9,0.6,0.4,8.1,13.7,18.4,0.578,2.4,-0.1,0.6,3.3,1.3,0.09999999999999998,3.3999999999999986,3.799999999999999,-0.025000000000000022,2.5,1.0999999999999999,0.7,0.7809816811185138,1.2064160365474552,1.1823432002696777,-0.7130808451134,0.3322494588298166,0.56,0
Moses Moody,2024-25,22.0,GSW,SG,74.0,34.0,22.3,2.6,1.3,0.8,0.4,9.8,12.4,17.4,0.578,3.5,-0.9,0.5,1.700000000000001,-0.3999999999999999,0.4,-1.299999999999999,-1.0,0.0,-0.8,1.1,-0.09999999999999998,0.2750175071516243,-0.8068607644380237,-0.5160369641917486,-0.13252095648496487,0.3322494588298167,-0.17,0
Mouhamed Gueye,2024-25,22.0,ATL,PF,33.0,28.0,16.2,4.2,0.8,0.8,1.0,6.0,14.4,15.7,0.52,1.2,-0.6,0.2,,,,,,,,,,,,,,,,0
Moussa Diabate,2024-25,23.0,CHO,C,71.0,8.0,17.5,6.2,0.8,0.6,0.6,5.7,16.5,13.4,0.609,3.2,-1.9,0.0,,,,,,,,,,,,,,,,0
Myles Turner,2020-21,24.0,IND,C,47.0,47.0,31.0,6.5,1.0,0.9,3.4,12.6,15.3,16.4,0.599,3.3,0.4,0.9,,,,,,,,,,,,,,,,0
Naji Marshall,2020-21,23.0,NOP,SF,32.0,10.0,21.9,4.6,2.8,0.8,0.3,7.7,11.4,16.8,0.508,0.9,-1.3,0.1,,,,,,,,,,,,,,,,0
Naji Marshall,2021-22,24.0,NOP,SF,55.0,4.0,13.4,2.6,1.1,0.6,0.1,5.7,12.3,20.8,0.505,0.8,-3.2,-0.2,-2.0,-1.9999999999999996,-1.6999999999999997,0.9000000000000004,4.0,-0.0030000000000000027,-1.9000000000000001,-0.09999999999999998,-0.30000000000000004,-0.8950246451468089,0.13552412112964748,1.2531090404555707,-0.20218814312037708,-0.310256586850538,-0.0,0
Nassir Little,2020-21,20.0,POR,PF,48.0,2.0,13.3,2.7,0.5,0.1,0.3,4.6,11.6,13.8,0.589,1.1,-2.7,-0.1,,,,,,,,,,,,,,,,0
Nassir Little,2021-22,21.0,POR,SF,42.0,23.0,25.9,5.6,1.3,0.6,0.9,9.8,13.5,15.8,0.575,1.7,-1.4,0.2,5.200000000000001,2.8999999999999995,0.8,1.9000000000000004,2.0,-0.014000000000000012,1.3000000000000003,0.5999999999999999,0.30000000000000004,1.3818141377041961,0.5638808872967709,0.545450638596643,-0.45763449411688856,0.06453860646300215,0.42,0
Nassir Little,2022-23,22.0,POR,SF,54.0,4.0,18.1,2.6,0.9,0.4,0.4,6.6,10.2,16.0,0.555,0.7,-3.0,-0.3,-3.200000000000001,-2.9999999999999996,-0.4,-3.3000000000000007,0.1999999999999993,-0.019999999999999907,-1.6,-1.0,-0.5,-1.2744977756219766,-1.663574296772271,-0.09144192307639225,-0.5969688673877104,-0.792136121110804,-0.88,0
Naz Reid,2020-21,21.0,MIN,C,70.0,15.0,19.2,4.6,1.0,0.5,1.1,11.2,18.2,22.5,0.599,3.2,-0.2,0.6,,,,,,,,,,,,,,,,0
Naz Reid,2021-22,22.0,MIN,C,77.0,6.0,15.8,3.9,0.9,0.5,0.9,8.3,17.2,21.4,0.588,3.2,0.0,0.6,-2.8999999999999986,-0.6999999999999997,-0.09999999999999998,-1.0,-1.1000000000000014,-0.01100000000000001,0.2,0.0,0.0,-1.179629493003184,-0.6783537345878871,-0.5514198842846956,-0.38796730748147634,-0.2567144163771751,-0.61,0
Naz Reid,2022-23,23.0,MIN,C,68.0,11.0,18.4,4.9,1.1,0.6,0.8,11.5,18.5,24.8,0.617,3.0,1.0,1.0,3.1999999999999993,1.0000000000000004,0.20000000000000007,1.3000000000000007,3.400000000000002,0.029000000000000026,1.0,-0.20000000000000018,0.4,0.749358920245583,0.30686682759649697,1.0408115198978931,0.5409285143240199,-0.363798757323901,0.45,0
Naz Reid,2023-24,24.0,MIN,PF,81.0,14.0,24.2,5.2,1.3,0.8,0.9,13.5,16.0,23.1,0.595,4.9,1.5,1.7,2.0,0.2999999999999998,0.19999999999999996,-2.5,-1.6999999999999993,-0.02200000000000002,0.5,1.9000000000000004,0.7,0.3698857897704158,-1.3208888838385722,-0.7637174048423732,-0.6434136584779878,0.76058682261672,-0.32,0
Nic Claxton,2020-21,21.0,BRK,C,32.0,1.0,18.6,5.2,0.9,0.7,1.3,6.6,16.9,14.0,0.612,1.9,0.4,0.4,,,,,,,,,,,,,,,,0
Nic Claxton,2021-22,22.0,BRK,C,47.0,19.0,20.7,5.6,0.9,0.5,1.1,8.7,18.6,15.1,0.672,3.5,0.5,0.6,2.0999999999999996,0.39999999999999947,0.0,1.7000000000000028,1.0999999999999996,0.06000000000000005,0.09999999999999998,1.6,0.19999999999999996,0.40150855064334634,0.47820953406334726,0.22700435776012537,1.2608227762232793,0.5999603111966312,0.59,1
Nic Claxton,2022-23,23.0,BRK,C,76.0,76.0,29.9,9.2,1.9,0.9,2.5,12.6,20.8,15.4,0.691,9.2,3.1,2.9,3.9000000000000004,3.5999999999999996,0.9999999999999999,2.1999999999999993,0.3000000000000007,0.018999999999999906,2.6,5.699999999999999,2.3,0.9707182463560977,0.6923879171469074,-0.056059002983445363,0.30870455887264325,2.795189300604509,0.94,1
Nic Claxton,2023-24,24.0,BRK,C,71.0,71.0,29.8,9.9,2.1,0.6,2.1,11.8,18.7,15.6,0.629,6.7,1.2,1.7,-0.7999999999999989,0.7000000000000011,0.20000000000000018,-2.1000000000000014,0.1999999999999993,-0.061999999999999944,-1.9000000000000001,-2.499999999999999,-1.2,-0.5155515146716412,-1.1495461773717235,-0.09144192307639225,-1.5723094802834814,-1.5952686782112468,-0.98,0
Nick Smith Jr.,2023-24,19.0,CHO,SG,51.0,0.0,14.3,1.4,1.2,0.2,0.1,5.9,8.1,20.3,0.511,-0.5,-5.9,-0.7,,,,,,,,,,,,,,,,0
Nick Smith Jr.,2024-25,20.0,CHO,SG,60.0,27.0,22.8,2.1,2.4,0.3,0.1,9.9,8.3,20.8,0.502,-0.5,-5.7,-1.3,4.0,0.7000000000000002,1.2,0.20000000000000107,0.5,-0.009000000000000008,0.20000000000000018,0.0,-0.6000000000000001,1.0023410072290282,-0.16432561518733857,0.014706837202447164,-0.3415225163912015,-0.2567144163771751,0.05,0
Nickeil Alexander-Walker,2020-21,22.0,NOP,SG,46.0,13.0,21.9,3.1,2.2,1.0,0.5,11.0,12.5,23.2,0.522,0.7,-1.3,0.2,,,,,,,,,,,,,,,,0
Nickeil Alexander-Walker,2021-22,23.0,2TM,SG,65.0,21.0,22.6,2.9,2.4,0.7,0.4,10.6,10.5,24.1,0.475,0.1,-2.9,-0.3,-0.40000000000000036,-0.20000000000000018,0.19999999999999973,-2.0,0.9000000000000021,-0.04700000000000004,-1.5999999999999999,-0.6,-0.5,-0.38906047117991915,-1.1067105007550104,0.15623851757423346,-1.223973547106423,-0.5779674392173525,-0.63,0
