player,season,age,team,position,games_played,games_started,minutes_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,points_per_game,per,usage_pct,true_shooting_pct,win_shares,Box_PlusMinus,value_over_replacement,delta_points_per_game,delta_rebounds_per_game,delta_assists_per_game,delta_per,delta_usage_pct,delta_true_shooting_pct,delta_Box_PlusMinus,delta_win_shares,delta_value_over_replacement,z_delta_points_per_game,z_delta_per,z_delta_usage_pct,z_delta_true_shooting_pct,z_delta_win_shares,breakout_score,breakout
Dominick Barlow,2023-24,20.0,SAS,PF,33.0,1.0,12.7,3.4,1.1,0.4,0.4,4.4,14.6,14.1,0.548,1.1,-1.7,0.0,0.5000000000000004,-0.20000000000000018,0.20000000000000007,2.1999999999999993,2.799999999999999,-0.018999999999999906,2.8999999999999995,0.40000000000000013,0.3,-0.1044556233235433,0.6923879171469074,0.8285139993402137,-0.573746471842573,-0.04254573448372348,0.16,0
Donovan Clingan,2024-25,20.0,POR,C,67.0,37.0,19.8,7.9,1.1,0.5,1.6,6.5,17.4,14.2,0.574,4.0,-0.3,0.6,,,,,,,,,,,,,,,,0
Donovan Mitchell,2020-21,24.0,UTA,PG,53.0,53.0,33.4,4.4,5.2,1.0,0.3,26.4,21.3,33.5,0.569,6.2,4.3,2.8,,,,,,,,,,,,,,,,0
Donte DiVincenzo,2020-21,24.0,MIL,SG,66.0,66.0,27.5,5.8,3.1,1.1,0.2,10.4,13.0,16.7,0.542,3.6,0.2,1.0,,,,,,,,,,,,,,,,0
Drew Eubanks,2020-21,23.0,SAS,C,54.0,3.0,14.0,4.5,0.8,0.3,0.9,5.8,17.9,17.1,0.618,2.3,0.0,0.4,,,,,,,,,,,,,,,,0
Drew Eubanks,2021-22,24.0,2TM,C,71.0,31.0,17.5,5.4,1.2,0.4,0.6,7.7,18.0,17.5,0.638,3.4,-1.4,0.2,1.9000000000000004,0.9000000000000004,0.3999999999999999,0.10000000000000142,0.3999999999999986,0.020000000000000018,-1.4,1.1,-0.2,0.3382630288974853,-0.20716129180405077,-0.020676082890499728,0.33192695441778325,0.3322494588298167,0.15,0
Duane Washington Jr.,2021-22,21.0,IND,PG,48.0,7.0,20.2,1.7,1.8,0.5,0.1,9.9,10.2,22.6,0.521,0.0,-4.7,-0.7,,,,,,,,,,,,,,,,0
Duane Washington Jr.,2022-23,22.0,PHO,SG,31.0,3.0,12.7,1.2,2.0,0.2,0.1,7.9,9.3,32.5,0.458,-0.5,-4.6,-0.3,-2.0,-0.5,0.19999999999999996,-0.8999999999999986,9.899999999999999,-0.063,0.10000000000000053,-0.5,0.39999999999999997,-0.8950246451468089,-0.6355180579711741,3.340701325939407,-1.59553187582862,-0.5244252687439895,-0.06,0
Dylan Windler,2020-21,24.0,CLE,SF,31.0,0.0,16.5,3.5,1.1,0.6,0.4,5.2,10.8,14.8,0.567,0.5,-1.7,0.0,,,,,,,,,,,,,,,,0
Dyson Daniels,2022-23,19.0,NOP,PG,59.0,11.0,17.7,3.2,2.3,0.7,0.2,3.8,8.8,11.6,0.503,1.3,-1.8,0.0,,,,,,,,,,,,,,,,0
Dyson Daniels,2023-24,20.0,NOP,PG,61.0,16.0,22.3,3.9,2.7,1.4,0.4,5.8,12.0,12.6,0.529,2.9,0.6,0.9,2.0,0.6999999999999997,0.40000000000000036,3.1999999999999993,1.0,0.026000000000000023,2.4,1.5999999999999999,0.9,0.3698857897704158,1.1207446833140309,0.1916214376671791,0.4712613276886077,0.5999603111966311,0.55,0
Dyson Daniels,2024-25,21.0,ATL,SG,76.0,76.0,33.8,5.9,4.4,3.0,0.7,14.1,15.6,18.2,0.545,5.0,1.5,2.3,8.3,2.0000000000000004,1.7000000000000002,3.5999999999999996,5.6,0.016000000000000014,0.9,2.1,1.4,2.362119724765045,1.2920873897808802,1.819235761942713,0.23903737223723362,0.8676711635634455,1.32,1
Elijah Hughes,2021-22,23.0,2TM,SG,36.0,4.0,12.1,1.6,0.6,0.4,0.2,3.5,5.4,16.5,0.426,-0.4,-6.9,-0.5,,,,,,,,,,,,,,,,0
Eric Paschall,2020-21,24.0,GSW,PF,40.0,2.0,17.4,3.2,1.3,0.3,0.2,9.5,13.4,23.5,0.561,0.9,-2.7,-0.1,,,,,,,,,,,,,,,,0
Evan Mobley,2021-22,20.0,CLE,PF,69.0,69.0,33.8,8.3,2.5,0.8,1.7,15.0,16.1,20.4,0.549,5.2,0.6,1.5,,,,,,,,,,,,,,,,0
Evan Mobley,2022-23,21.0,CLE,PF,79.0,79.0,34.4,9.0,2.8,0.8,1.5,16.2,17.9,20.2,0.591,8.5,1.7,2.5,1.1999999999999993,0.6999999999999993,0.2999999999999998,1.7999999999999972,-0.1999999999999993,0.041999999999999926,1.1,3.3,1.0,0.11690370278697067,0.5210452106800572,-0.2329736034481773,0.8428196564108035,1.5101772092438002,0.55,0
Evan Mobley,2023-24,22.0,CLE,PF,50.0,50.0,30.6,9.4,3.2,0.9,1.4,15.7,20.1,20.6,0.626,5.5,2.9,1.9,-0.5,0.40000000000000036,0.40000000000000036,2.200000000000003,0.40000000000000213,0.03500000000000003,1.2,-3.0,-0.6000000000000001,-0.4206832320528497,0.692387917146909,-0.020676082890498472,0.6802628875948443,-1.8629795305780616,-0.19,0
Evan Mobley,2024-25,23.0,CLE,PF,71.0,71.0,30.5,9.3,3.2,0.9,1.6,18.5,22.3,23.2,0.633,9.0,4.6,3.6,2.8000000000000007,-0.09999999999999964,0.0,2.1999999999999993,2.599999999999998,0.007000000000000006,1.6999999999999997,3.5,1.7000000000000002,0.622867876753861,0.6923879171469074,0.7577481591543206,0.03003581233099696,1.6172615501905259,0.74,1
Frank Jackson,2020-21,22.0,DET,PG,40.0,6.0,18.5,2.2,0.9,0.4,0.0,9.8,13.2,21.3,0.598,1.2,-1.7,0.1,,,,,,,,,,,,,,,,0
Frank Jackson,2021-22,23.0,DET,PG,53.0,7.0,22.0,1.6,1.0,0.5,0.2,10.6,10.6,20.9,0.53,0.7,-3.5,-0.4,0.7999999999999989,-0.6000000000000001,0.09999999999999998,-2.5999999999999996,-0.40000000000000213,-0.06799999999999995,-1.8,-0.5,-0.5,-0.00958734070475192,-1.3637245604552843,-0.30373944363407107,-1.7116438535543057,-0.5244252687439895,-0.78,0
Frank Ntilikina,2022-23,24.0,DAL,SG,47.0,5.0,12.9,1.3,1.2,0.3,0.1,2.9,5.2,13.1,0.461,-0.1,-6.7,-0.7,,,,,,,,,,,,,,,,0
Franz Wagner,2021-22,20.0,ORL,SF,79.0,79.0,30.7,4.5,2.9,0.9,0.4,15.2,14.7,21.2,0.559,4.0,-0.7,0.8,,,,,,,,,,,,,,,,0
Franz Wagner,2022-23,21.0,ORL,SF,80.0,80.0,32.6,4.1,3.5,1.0,0.2,18.6,15.9,23.5,0.589,5.4,-0.1,1.3,3.400000000000002,-0.40000000000000036,0.6000000000000001,1.200000000000001,2.3000000000000007,0.029999999999999916,0.6,1.4000000000000004,0.5,0.8126044419914451,0.2640311509797848,0.6515993988754823,0.5641509098691547,0.49287597024990554,0.56,0
Franz Wagner,2023-24,22.0,ORL,SF,72.0,72.0,32.5,5.3,3.7,1.1,0.4,19.7,17.6,25.7,0.575,6.4,1.2,1.9,1.0999999999999979,1.2000000000000002,0.20000000000000018,1.700000000000001,2.1999999999999993,-0.014000000000000012,1.3,1.0,0.5999999999999999,0.08528094191403959,0.4782095340633465,0.6162164787825355,-0.45763449411688856,0.27870728835645375,0.2,0
Franz Wagner,2024-25,23.0,ORL,SF,60.0,60.0,33.7,5.7,4.7,1.3,0.4,24.2,20.1,31.0,0.558,5.6,3.1,2.6,4.5,0.40000000000000036,1.0,2.5,5.300000000000001,-0.016999999999999904,1.9000000000000001,-0.8000000000000007,0.7000000000000002,1.1604548115936812,0.8208949469970448,1.7130870016638742,-0.5273016807522982,-0.6850517801640786,0.5,0
Freddie Gillespie,2020-21,23.0,TOR,PF,20.0,2.0,19.6,4.9,0.5,0.7,1.0,5.6,13.4,12.2,0.563,0.9,-3.2,-0.1,,,,,,,,,,,,,,,,0
Furkan Korkmaz,2020-21,23.0,PHI,SG,55.0,11.0,19.3,2.1,1.5,0.9,0.2,9.1,12.8,20.5,0.544,2.0,-0.1,0.5,,,,,,,,,,,,,,,,0
Furkan Korkmaz,2021-22,24.0,PHI,SG,67.0,19.0,21.1,2.6,1.9,0.5,0.1,7.6,10.2,17.6,0.502,1.2,-3.1,-0.4,-1.5,0.5,0.3999999999999999,-2.6000000000000014,-2.8999999999999986,-0.04200000000000004,-3.0,-0.8,-0.9,-0.7369108407821559,-1.363724560455285,-1.1883124459577294,-1.1078615693807359,-0.6850517801640782,-1.02,0
GG Jackson II,2023-24,19.0,MEM,PF,48.0,18.0,25.7,4.1,1.2,0.6,0.5,14.6,13.7,24.2,0.554,1.2,-2.0,0.0,,,,,,,,,,,,,,,,0
GG Jackson II,2024-25,20.0,MEM,PF,29.0,3.0,15.8,3.2,1.0,0.4,0.2,7.2,9.3,21.7,0.482,0.1,-5.3,-0.4,-7.3999999999999995,-0.8999999999999995,-0.19999999999999996,-4.399999999999999,-2.5,-0.07200000000000006,-3.3,-1.0999999999999999,-0.4,-2.6026537322850625,-2.134766739556106,-1.0467807655859445,-1.804533435734858,-0.8456782915841669,-1.69,0
Gabe Vincent,2020-21,24.0,MIA,PG,50.0,7.0,13.1,1.1,1.3,0.4,0.0,4.8,7.6,19.1,0.498,0.2,-5.4,-0.6,,,,,,,,,,,,,,,,0
Garrison Mathews,2020-21,24.0,WAS,SG,64.0,24.0,16.2,1.4,0.4,0.5,0.1,5.5,9.7,11.5,0.635,2.3,-1.8,0.1,,,,,,,,,,,,,,,,0
Gary Trent Jr.,2020-21,22.0,2TM,SG,58.0,38.0,31.1,2.6,1.4,1.0,0.2,15.3,12.1,20.9,0.534,1.7,-2.3,-0.1,,,,,,,,,,,,,,,,0
Gary Trent Jr.,2021-22,23.0,TOR,SG,70.0,69.0,35.0,2.7,2.0,1.7,0.3,18.3,14.7,21.8,0.546,5.6,0.2,1.3,3.0,0.10000000000000009,0.6000000000000001,2.5999999999999996,0.9000000000000021,0.01200000000000001,2.5,3.8999999999999995,1.4000000000000001,0.686113398499722,0.863730623613757,0.15623851757423346,0.146147790056684,1.8314302320839773,0.74,1
Gary Trent Jr.,2022-23,24.0,TOR,SG,66.0,44.0,32.1,2.6,1.6,1.6,0.2,17.4,15.0,21.7,0.56,4.5,0.2,1.2,-0.9000000000000021,-0.10000000000000009,-0.3999999999999999,0.3000000000000007,-0.10000000000000142,0.014000000000000012,0.0,-1.0999999999999996,-0.10000000000000009,-0.5471742755445728,-0.12148993857062639,-0.19759068335523167,0.19259258114695882,-0.8456782915841666,-0.3,0
Goga Bitadze,2020-21,21.0,IND,C,45.0,3.0,12.5,3.3,0.8,0.2,1.3,5.1,16.3,18.1,0.523,1.5,-1.0,0.1,,,,,,,,,,,,,,,,0
Goga Bitadze,2021-22,22.0,IND,C,50.0,16.0,14.6,3.5,1.1,0.4,0.8,7.0,18.0,19.9,0.595,1.9,-0.8,0.2,1.9000000000000004,0.20000000000000018,0.30000000000000004,1.6999999999999993,1.7999999999999972,0.07199999999999995,0.19999999999999996,0.3999999999999999,0.1,0.3382630288974853,0.47820953406334576,0.4746847984107492,1.539491522764926,-0.0425457344837236,0.56,0
Goga Bitadze,2022-23,23.0,2TM,C,38.0,1.0,12.0,3.6,1.0,0.4,0.7,4.4,17.1,15.4,0.582,1.3,0.3,0.3,-2.5999999999999996,0.10000000000000009,-0.10000000000000009,-0.8999999999999986,-4.499999999999998,-0.013000000000000012,1.1,-0.5999999999999999,0.09999999999999998,-1.0847612103843924,-0.6355180579711741,-1.7544391674448714,-0.4344120985717511,-0.5779674392173524,-0.9,0
Goga Bitadze,2023-24,24.0,ORL,C,62.0,33.0,15.4,4.6,1.3,0.5,1.2,5.0,17.8,13.3,0.629,3.7,2.1,1.0,0.5999999999999996,0.9999999999999996,0.30000000000000004,0.6999999999999993,-2.0999999999999996,0.04700000000000004,1.8,2.4000000000000004,0.7,-0.07283286245061293,0.04985276789622236,-0.9052490852141588,0.9589316341364932,1.0282976749835344,0.21,0
Gradey Dick,2023-24,20.0,TOR,SG,60.0,17.0,21.1,2.2,1.1,0.6,0.0,8.5,8.9,17.4,0.546,0.3,-5.4,-1.1,,,,,,,,,,,,,,,,0
Gradey Dick,2024-25,21.0,TOR,SG,54.0,54.0,29.4,3.6,1.8,0.9,0.2,14.4,10.9,21.0,0.543,1.4,-3.2,-0.5,5.9,1.4,0.7,2.0,3.6000000000000014,-0.0030000000000000027,2.2,1.0999999999999999,0.6000000000000001,1.6031734638147102,0.606716563913483,1.1115773600837857,-0.20218814312037708,0.3322494588298166,0.69,1
Grant Williams,2020-21,22.0,BOS,PF,63.0,9.0,18.1,2.8,1.0,0.5,0.4,4.7,7.5,12.3,0.546,1.1,-3.7,-0.5,,,,,,,,,,,,,,,,0
Grant Williams,2021-22,23.0,BOS,PF,77.0,21.0,24.4,3.6,1.0,0.5,0.7,7.8,11.2,12.6,0.635,5.1,-0.4,0.8,3.0999999999999996,0.8000000000000003,0.0,3.6999999999999993,0.29999999999999893,0.08899999999999997,3.3000000000000003,3.9999999999999996,1.3,0.7177361593726524,1.3349230663975924,-0.05605900298344599,1.9342722470322617,1.8849724025573402,1.16,1
Grant Williams,2022-23,24.0,BOS,PF,79.0,23.0,25.9,4.6,1.7,0.5,0.4,8.1,10.3,13.1,0.605,4.4,-1.1,0.5,0.2999999999999998,0.9999999999999996,0.7,-0.8999999999999986,0.5,-0.030000000000000027,-0.7000000000000001,-0.6999999999999993,-0.30000000000000004,-0.16770114506940473,-0.6355180579711741,0.014706837202447164,-0.8291928228390871,-0.6315096096907149,-0.45,0
Greg Brown III,2021-22,20.0,POR,SF,48.0,6.0,13.3,2.8,0.7,0.5,0.5,4.7,11.0,17.2,0.515,0.4,-4.7,-0.4,,,,,,,,,,,,,,,,0
Gui Santos,2024-25,22.0,GSW,PF,56.0,2.0,13.6,3.1,1.4,0.4,0.2,4.1,11.7,13.2,0.575,1.7,-1.7,0.1,,,,,,,,,,,,,,,,0
Hamidou Diallo,2020-21,22.0,2TM,SF,52.0,9.0,23.6,5.2,1.9,0.8,0.5,11.6,14.3,22.2,0.541,1.6,-2.1,0.0,,,,,,,,,,,,,,,,0
Hamidou Diallo,2021-22,23.0,DET,SG,58.0,29.0,21.9,4.8,1.3,1.2,0.3,11.0,15.7,21.8,0.541,2.1,-0.5,0.5,-0.5999999999999996,-0.40000000000000036,-0.5999999999999999,1.3999999999999986,-0.3999999999999986,0.0,1.6,0.5,0.5,-0.45230599292578016,0.3497025042132084,-0.30373944363406985,-0.13252095648496487,0.010996435989639336,-0.11,0
Hamidou Diallo,2022-23,24.0,DET,SF,56.0,0.0,17.8,3.5,1.0,0.9,0.3,9.3,15.7,21.8,0.593,1.3,-1.4,0.1,-1.6999999999999993,-1.2999999999999998,-0.30000000000000004,0.0,0.0,0.051999999999999935,-0.8999999999999999,-0.8,-0.4,-0.8001563625280169,-0.2499969684207637,-0.16220776326228478,1.0750436118621776,-0.6850517801640782,-0.16,0
Herbert Jones,2021-22,23.0,NOP,PF,78.0,69.0,29.9,3.8,2.1,1.7,0.8,9.5,12.3,13.7,0.573,4.6,-0.5,0.9,,,,,,,,,,,,,,,,0
Herbert Jones,2022-23,24.0,NOP,PF,66.0,66.0,29.6,4.1,2.5,1.6,0.6,9.8,12.1,14.5,0.567,4.2,-0.3,0.8,0.3000000000000007,0.2999999999999998,0.3999999999999999,-0.20000000000000107,0.8000000000000007,-0.006000000000000005,0.2,-0.39999999999999947,-0.09999999999999998,-0.16770114506940445,-0.3356683216541888,0.12085559748128658,-0.2718553297557893,-0.47088309827062635,-0.23,0
Ignas Brazdeikis,2021-22,23.0,ORL,SF,42.0,1.0,12.8,1.7,0.9,0.2,0.1,5.0,10.2,17.7,0.52,0.5,-4.3,-0.3,,,,,,,,,,,,,,,,0
Immanuel Quickley,2020-21,21.0,NYK,PG,64.0,3.0,19.4,2.1,2.0,0.5,0.2,11.4,15.8,25.6,0.557,3.2,0.9,0.9,,,,,,,,,,,,,,,,0
Immanuel Quickley,2021-22,22.0,NYK,PG,78.0,3.0,23.1,3.2,3.5,0.7,0.0,11.3,14.6,22.2,0.543,4.2,0.2,1.0,-0.09999999999999964,1.1,1.5,-1.200000000000001,-3.400000000000002,-0.014000000000000012,-0.7,1.0,0.09999999999999998,-0.29419218856112705,-0.7640250878213122,-1.3652270464224627,-0.45763449411688856,0.27870728835645375,-0.52,0
Immanuel Quickley,2022-23,23.0,NYK,SG,81.0,21.0,28.9,4.2,3.4,1.0,0.2,14.9,16.3,20.9,0.578,6.7,1.7,2.1,3.5999999999999996,1.0,-0.10000000000000009,1.700000000000001,-1.3000000000000007,0.03499999999999992,1.5,2.5,1.1,0.8758499637373056,0.4782095340633465,-0.6221857244705881,0.6802628875948418,1.0818398454568972,0.5,0
Immanuel Quickley,2023-24,24.0,2TM,SG,68.0,38.0,29.2,3.8,4.9,0.7,0.1,17.0,16.7,23.8,0.577,4.7,1.3,1.7,2.0999999999999996,-0.40000000000000036,1.5000000000000004,0.3999999999999986,2.900000000000002,-0.0010000000000000009,-0.3999999999999999,-2.0,-0.40000000000000013,0.40150855064334634,-0.07865426195391496,0.8638969194331613,-0.15574335203010228,-1.327557825844433,-0.06,0
Isaac Okoro,2020-21,20.0,CLE,SG,67.0,67.0,32.4,3.1,1.9,0.9,0.4,9.6,7.9,14.3,0.514,0.9,-5.1,-1.7,,,,,,,,,,,,,,,,0
Isaac Okoro,2021-22,21.0,CLE,SF,67.0,61.0,29.6,3.0,1.8,0.8,0.3,8.8,10.4,12.4,0.589,4.2,-1.7,0.1,-0.7999999999999989,-0.10000000000000009,-0.09999999999999987,2.5,-1.9000000000000004,0.07499999999999996,3.3999999999999995,3.3000000000000003,1.8,-0.5155515146716412,0.8208949469970448,-0.8344832450282663,1.6091587094003381,1.5101772092438004,0.52,0
Isaac Okoro,2022-23,22.0,CLE,SF,76.0,46.0,21.7,2.5,1.1,0.7,0.4,6.4,10.7,11.9,0.614,4.2,-0.3,0.7,-2.4000000000000004,-0.5,-0.7,0.29999999999999893,-0.5,0.025000000000000022,1.4,0.0,0.6,-1.0215156886385315,-0.12148993857062715,-0.3391223637270167,0.4480389321434703,-0.2567144163771751,-0.26,0
Isaac Okoro,2023-24,23.0,CLE,SF,69.0,42.0,27.3,3.0,1.9,0.8,0.5,9.4,11.4,13.9,0.599,4.2,-1.1,0.4,3.0,0.5,0.7999999999999998,0.7000000000000011,2.0,-0.015000000000000013,-0.8,0.0,-0.29999999999999993,0.686113398499722,0.04985276789622312,0.545450638596643,-0.48085688966202594,-0.2567144163771751,0.11,0
Isaac Okoro,2024-25,24.0,CLE,SG,55.0,22.0,19.1,2.4,1.2,0.6,0.3,6.1,10.7,12.5,0.587,2.5,-0.5,0.4,-3.3000000000000007,-0.6000000000000001,-0.7,-0.7000000000000011,-1.4000000000000004,-0.01200000000000001,0.6000000000000001,-1.7000000000000002,0.0,-1.3061205364949071,-0.5498467047377505,-0.6575686445635344,-0.41118970302661373,-1.1669313144243443,-0.82,0
Isaiah Collier,2024-25,20.0,UTA,PG,71.0,46.0,25.9,3.3,6.3,0.9,0.2,8.7,9.7,18.9,0.494,-0.8,-5.3,-1.6,,,,,,,,,,,,,,,,0
Isaiah Hartenstein,2020-21,22.0,2TM,C,46.0,2.0,12.2,3.9,1.2,0.4,0.8,5.1,17.9,19.2,0.583,1.6,-0.9,0.2,,,,,,,,,,,,,,,,0
Isaiah Hartenstein,2021-22,23.0,LAC,C,68.0,0.0,17.9,4.9,2.4,0.7,1.1,8.3,22.0,18.4,0.664,5.5,4.5,2.0,3.200000000000001,1.0000000000000004,1.2,4.100000000000001,-0.8000000000000007,0.08100000000000007,5.4,3.9,1.8,0.7493589202455836,1.5062657728644429,-0.4452711240058561,1.748493082671165,1.8314302320839775,1.08,1
Isaiah Hartenstein,2022-23,24.0,NYK,C,82.0,8.0,19.8,6.5,1.2,0.6,0.8,5.0,14.2,11.2,0.567,4.6,-0.3,0.7,-3.3000000000000007,1.5999999999999996,-1.2,-7.800000000000001,-7.199999999999999,-0.09700000000000009,-4.8,-0.9000000000000004,-1.3,-1.3061205364949071,-3.5911797445243265,-2.7097780099544244,-2.385093324363293,-0.7385939506374413,-2.15,0
Isaiah Jackson,2021-22,20.0,IND,C,36.0,15.0,15.0,4.1,0.3,0.7,1.4,8.3,20.5,22.5,0.607,1.4,-1.6,0.0,,,,,,,,,,,,,,,,0
Isaiah Jackson,2022-23,21.0,IND,C,63.0,12.0,16.5,4.5,0.8,0.5,1.5,7.2,17.5,17.4,0.595,2.7,-0.8,0.3,-1.1000000000000005,0.40000000000000036,0.5,-3.0,-5.100000000000001,-0.01200000000000001,0.8,1.3000000000000003,0.3,-0.6104197972904335,-1.535067266922134,-1.966736688002551,-0.41118970302661373,0.4393337997765426,-0.82,0
Isaiah Jackson,2023-24,22.0,IND,C,59.0,3.0,13.1,4.0,0.8,0.6,1.0,6.5,21.5,17.2,0.689,3.3,1.7,0.7,-0.7000000000000002,-0.5,0.0,4.0,-0.1999999999999993,0.09399999999999997,2.5,0.5999999999999996,0.39999999999999997,-0.483928753798711,1.4634300962477298,-0.2329736034481773,2.050384224757949,0.06453860646300204,0.57,0
Isaiah Joe,2022-23,23.0,OKC,SG,73.0,10.0,19.1,2.4,1.2,0.7,0.1,9.5,14.5,17.7,0.626,3.8,0.9,1.0,,,,,,,,,,,,,,,,0
Isaiah Joe,2023-24,24.0,OKC,SG,78.0,1.0,18.5,2.3,1.3,0.6,0.3,8.2,13.4,16.6,0.626,3.5,0.9,1.0,-1.3000000000000007,-0.10000000000000009,0.10000000000000009,-1.0999999999999996,-1.0999999999999979,0.0,0.0,-0.2999999999999998,0.0,-0.6736653190362948,-0.7211894112045992,-0.5514198842846942,-0.13252095648496487,-0.41734092779726367,-0.5,0
Isaiah Livers,2022-23,24.0,DET,PF,52.0,22.0,23.1,2.8,0.8,0.5,0.5,6.7,8.4,11.9,0.567,1.0,-2.4,-0.1,,,,,,,,,,,,,,,,0
Isaiah Roby,2020-21,22.0,OKC,PF,61.0,34.0,23.4,5.6,1.8,0.9,0.6,8.7,11.9,17.7,0.555,1.3,-3.3,-0.5,,,,,,,,,,,,,,,,0
Isaiah Roby,2021-22,23.0,OKC,PF,45.0,28.0,21.1,4.8,1.6,0.8,0.8,10.1,18.3,19.0,0.607,2.9,0.6,0.6,1.4000000000000004,-0.7999999999999998,-0.19999999999999996,6.4,1.3000000000000007,0.051999999999999935,3.9,1.5999999999999999,1.1,0.18014922453283225,2.4914863350488257,0.2977701979460185,1.0750436118621776,0.5999603111966311,0.93,1
Isaiah Stewart,2020-21,19.0,DET,C,68.0,14.0,21.4,6.7,0.9,0.6,1.3,7.9,16.4,15.5,0.597,4.0,-1.1,0.3,,,,,,,,,,,,,,,,0
Isaiah Stewart,2021-22,20.0,DET,C,71.0,71.0,25.6,8.7,1.2,0.3,1.1,8.3,14.0,14.6,0.55,3.4,-3.3,-0.6,0.40000000000000036,1.9999999999999991,0.29999999999999993,-2.3999999999999986,-0.9000000000000004,-0.04699999999999993,-2.1999999999999997,-0.6000000000000001,-0.8999999999999999,-0.13607838419647394,-1.2780532072218591,-0.4806540440988024,-1.2239735471064204,-0.5779674392173525,-0.74,0
Isaiah Stewart,2022-23,21.0,DET,C,50.0,47.0,28.3,8.1,1.4,0.4,0.7,11.3,13.1,17.3,0.56,2.0,-2.1,0.0,3.0,-0.5999999999999996,0.19999999999999996,-0.9000000000000004,2.700000000000001,0.010000000000000009,1.1999999999999997,-1.4,0.6,0.686113398499722,-0.6355180579711749,0.7931310792472681,0.09970299896640918,-1.0063048030042554,-0.01,0
Isaiah Stewart,2023-24,22.0,DET,PF,46.0,45.0,30.9,6.6,1.6,0.4,0.8,10.9,11.3,14.5,0.6,1.7,-2.3,-0.1,-0.40000000000000036,-1.5,0.20000000000000018,-1.799999999999999,-2.8000000000000007,0.039999999999999925,-0.19999999999999973,-0.30000000000000004,-0.1,-0.38906047117991915,-1.0210391475215854,-1.1529295258647838,0.7963748653205287,-0.4173409277972638,-0.44,0
Isaiah Stewart,2024-25,23.0,DET,C,72.0,4.0,19.9,5.5,1.7,0.4,1.4,6.0,14.6,12.4,0.616,4.3,0.6,0.9,-4.9,-1.0999999999999996,0.09999999999999987,3.299999999999999,-2.0999999999999996,0.016000000000000014,2.9,2.5999999999999996,1.0,-1.8120847104617968,1.163580359930743,-0.9052490852141588,0.23903737223723362,1.13538201593026,-0.04,0
Isaiah Wong,2024-25,24.0,CHO,SG,20.0,0.0,13.3,1.6,1.4,0.6,0.0,6.0,10.9,22.1,0.5,0.1,-4.0,-0.1,,,,,,,,,,,,,,,,0
Ivica Zubac,2020-21,23.0,LAC,C,72.0,33.0,22.3,7.2,1.3,0.3,0.9,9.0,19.1,15.1,0.693,6.9,1.0,1.2,,,,,,,,,,,,,,,,0
Ivica Zubac,2021-22,24.0,LAC,C,76.0,76.0,24.4,8.5,1.6,0.5,1.0,10.3,19.2,16.8,0.66,7.2,0.7,1.3,1.3000000000000007,1.2999999999999998,0.30000000000000004,0.09999999999999787,1.700000000000001,-0.03299999999999992,-0.30000000000000004,0.2999999999999998,0.10000000000000009,0.14852646365990174,-0.20716129180405227,0.4393018783178042,-0.8988600094744967,-0.09608790495708654,-0.12,0
JT Thor,2022-23,20.0,CHO,PF,69.0,8.0,14.0,2.2,0.5,0.3,0.3,3.8,7.0,13.1,0.506,0.2,-4.7,-0.7,,,,,,,,,,,,,,,,0
JT Thor,2023-24,21.0,CHO,PF,63.0,3.0,12.4,2.3,0.5,0.2,0.4,3.2,9.1,11.7,0.519,0.6,-4.5,-0.5,-0.5999999999999996,0.09999999999999964,0.0,2.0999999999999996,-1.4000000000000004,0.013000000000000012,0.20000000000000018,0.39999999999999997,0.19999999999999996,-0.45230599292578016,0.6495522405301952,-0.6575686445635344,0.1693701856018214,-0.04254573448372357,-0.07,0
JT Thor,2024-25,22.0,2TM,PF,20.0,0.0,12.5,2.4,0.3,0.4,0.5,3.6,10.0,13.1,0.517,0.2,-5.4,-0.2,0.3999999999999999,0.10000000000000009,-0.2,0.9000000000000004,1.4000000000000004,-0.0020000000000000018,-0.9000000000000004,-0.39999999999999997,0.3,-0.13607838419647408,0.13552412112964748,0.3331531180389648,-0.1789657475752397,-0.47088309827062663,-0.06,0
Ja Morant,2020-21,21.0,MEM,PG,63.0,63.0,32.6,4.0,7.4,0.9,0.2,19.1,16.7,27.2,0.537,3.2,-0.4,0.8,,,,,,,,,,,,,,,,0
Ja Morant,2021-22,22.0,MEM,PG,57.0,57.0,33.1,5.7,6.7,1.2,0.4,27.4,24.4,33.7,0.575,6.7,6.1,3.9,8.299999999999997,1.7000000000000002,-0.7000000000000002,7.699999999999999,6.5000000000000036,0.03799999999999992,6.5,3.5,3.0999999999999996,2.362119724765044,3.0483501310660857,2.137682042779232,0.7499300742302539,1.6172615501905259,1.98,1
Ja Morant,2022-23,23.0,MEM,PG,61.0,59.0,31.9,5.9,8.1,1.1,0.3,26.2,23.3,34.9,0.557,6.0,5.7,3.8,-1.1999999999999993,0.20000000000000018,1.3999999999999995,-1.0999999999999979,1.1999999999999957,-0.017999999999999905,-0.39999999999999947,-0.7000000000000002,-0.10000000000000009,-0.6420425581633638,-0.7211894112045985,0.26238727785307037,-0.5505240762974356,-0.6315096096907155,-0.46,0
Ja'Kobe Walter,2024-25,20.0,TOR,SG,52.0,18.0,21.2,3.1,1.6,0.8,0.2,8.6,10.8,18.2,0.523,1.2,-3.0,-0.3,,,,,,,,,,,,,,,,0
